,,,,,,,,,,,,,,,,2.114976e+01,2.113442e+01,2.114976e+01,2.113442e+01,2.107304e+01,2.105769e+01,2.105769e+01,2.111908e+01,2.113442e+01,2.114976e+01,2.114976e+01,2.113442e+01,2.113442e+01,2.114976e+01,2.111908e+01,2.113442e+01,2.119576e+01,2.114976e+01,2.107304e+01,2.111908e+01,2.107304e+01,2.113442e+01,2.113442e+01,2.108839e+01,2.107304e+01,2.108839e+01,2.105769e+01,2.107304e+01,2.105769e+01,2.113442e+01,2.108839e+01,2.108839e+01,2.116510e+01,2.111908e+01,2.113442e+01,2.116510e+01,2.114976e+01,2.118043e+01,2.118043e+01,2.116510e+01,2.110373e+01,2.118043e+01,2.113442e+01,2.116510e+01,2.118043e+01,2.113442e+01,2.110373e+01,2.107304e+01,2.108839e+01,2.111908e+01,2.113442e+01,2.113442e+01,2.114976e+01,2.114976e+01,2.114976e+01,2.118043e+01,2.121109e+01,2.119576e+01,2.118043e+01,2.114976e+01,2.111908e+01,2.114976e+01,2.110373e+01,2.108839e+01,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,2.108839e+01,2.105769e+01,2.101162e+01,2.108839e+01,2.114976e+01,2.119576e+01,2.111908e+01,2.111908e+01,2.118043e+01,2.118043e+01,2.118043e+01,2.118043e+01,2.116510e+01,2.116510e+01,2.114976e+01,2.114976e+01,2.114976e+01,2.114976e+01,2.113442e+01,2.119576e+01,2.116510e+01,2.105769e+01,2.122642e+01,2.107304e+01,2.110373e+01,2.107304e+01,2.107304e+01,2.104233e+01,2.107304e+01,2.113442e+01,2.111908e+01,2.113442e+01,2.108839e+01,2.110373e+01,2.119576e+01,2.111908e+01,2.119576e+01,2.118043e+01,2.116510e+01,2.119576e+01,2.114976e+01,2.114976e+01,2.113442e+01,2.108839e+01,2.108839e+01,2.108839e+01,2.113442e+01,2.110373e+01,2.110373e+01,2.110373e+01,2.111908e+01,2.098089e+01,2.095015e+01,2.110373e+01,2.119576e+01,2.119576e+01,2.118043e+01,2.121109e+01,2.116510e+01,2.118043e+01,2.111908e+01,2.108839e+01,2.108839e+01,2.107304e+01,2.105769e+01,2.104233e+01,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,2.108839e+01,2.105769e+01,2.108839e+01,2.101162e+01,2.104233e+01,2.104233e+01,2.108839e+01,2.108839e+01,2.116510e+01,2.121109e+01,2.116510e+01,2.114976e+01,2.118043e+01,2.118043e+01,2.114976e+01,2.113442e+01,2.114976e+01,2.116510e+01,2.118043e+01,2.114976e+01,2.108839e+01,2.102698e+01,2.108839e+01,2.124174e+01,2.116510e+01,2.108839e+01,2.111908e+01,2.108839e+01,2.108839e+01,2.108839e+01,2.108839e+01,2.110373e+01,2.108839e+01,2.124174e+01,2.111908e+01,2.108839e+01,2.110373e+01,2.119576e+01,2.116510e+01,2.116510e+01,2.113442e+01,2.111908e+01,2.111908e+01,2.113442e+01,2.116510e+01,2.113442e+01,2.108839e+01,2.107304e+01,2.110373e+01,2.108839e+01,2.108839e+01,2.113442e+01,2.108839e+01,2.104233e+01,2.111908e+01,2.116510e+01,2.116510e+01,2.116510e+01,2.114976e+01,2.113442e+01,2.114976e+01,2.111908e+01,2.108839e+01,2.108839e+01,2.110373e+01,2.105769e+01,2.104233e+01,2.105769e+01,,,,,,,,,,,,,,
,,,,,,,,,,,,,2.111908e+01,2.101162e+01,2.113442e+01,2.111908e+01,2.107304e+01,2.116510e+01,2.113442e+01,2.107304e+01,2.113442e+01,2.125707e+01,2.124174e+01,2.118043e+01,2.114976e+01,2.114976e+01,2.116510e+01,2.114976e+01,2.113442e+01,2.119576e+01,2.119576e+01,2.114976e+01,2.116510e+01,2.116510e+01,2.116510e+01,2.113442e+01,2.107304e+01,2.118043e+01,2.108839e+01,2.107304e+01,2.110373e+01,2.110373e+01,2.113442e+01,2.108839e+01,2.107304e+01,2.107304e+01,2.119576e+01,2.122642e+01,2.111908e+01,2.108839e+01,2.111908e+01,2.113442e+01,2.111908e+01,2.105769e+01,2.108839e+01,2.095015e+01,2.101162e+01,2.113442e+01,2.116510e+01,2.110373e+01,2.108839e+01,2.111908e+01,2.110373e+01,2.111908e+01,2.114976e+01,2.111908e+01,2.113442e+01,2.114976e+01,2.110373e+01,2.110373e+01,2.108839e+01,2.107304e+01,2.111908e+01,2.110373e+01,2.113442e+01,2.105769e+01,2.102698e+01,2.111908e+01,2.108839e+01,2.111908e+01,2.110373e+01,2.108839e+01,2.107304e+01,,,,,,,,,,,,
,,,,,,,,,,,,2.110373e+01,2.114976e+01,2.111908e+01,2.118043e+01,2.114976e+01,2.107304e+01,2.110373e+01,2.110373e+01,2.110373e+01,2.114976e+01,2.116510e+01,2.113442e+01,2.116510e+01,2.118043e+01,2.113442e+01,2.113442e+01,2.113442e+01,2.113442e+01,2.118043e+01,2.118043e+01,2.111908e+01,2.111908e+01,2.118043e+01,2.122642e+01,2.119576e+01,2.110373e+01,2.114976e+01,2.111908e+01,2.110373e+01,2.111908e+01,2.111908e+01,2.113442e+01,2.113442e+01,2.116510e+01,2.111908e+01,2.119576e+01,2.122642e+01,2.114976e+01,2.105769e+01,2.111908e+01,2.113442e+01,2.108839e+01,2.107304e+01,2.105769e+01,2.101162e+01,2.095015e+01,2.105769e+01,2.107304e+01,2.110373e+01,2.111908e+01,2.114976e+01,2.121109e+01,2.119576e+01,2.114976e+01,2.113442e+01,2.111908e+01,2.114976e+01,2.111908e+01,2.108839e+01,2.108839e+01,2.108839e+01,2.111908e+01,2.111908e+01,2.113442e+01,2.107304e+01,2.105769e+01,2.110373e+01,2.113442e+01,2.113442e+01,2.113442e+01,2.107304e+01,2.108839e+01,2.107304e+01,,,,,,,,,,,
,,,,,,,,,,,2.116510e+01,2.118043e+01,2.113442e+01,2.114976e+01,2.111908e+01,2.111908e+01,2.110373e+01,2.107304e+01,2.102698e+01,2.102698e+01,2.110373e+01,2.108839e+01,2.105769e+01,2.116510e+01,2.118043e+01,2.113442e+01,2.118043e+01,2.127239e+01,2.127239e+01,2.130302e+01,2.127239e+01,2.114976e+01,2.122642e+01,2.116510e+01,2.118043e+01,2.114976e+01,2.110373e+01,2.114976e+01,2.110373e+01,2.108839e+01,2.116510e+01,2.113442e+01,2.116510e+01,2.116510e+01,2.107304e+01,2.105769e+01,2.107304e+01,2.108839e+01,2.116510e+01,2.105769e+01,2.108839e+01,2.113442e+01,2.110373e+01,2.111908e+01,2.108839e+01,2.111908e+01,2.098089e+01,2.104233e+01,2.107304e+01,2.114976e+01,2.124174e+01,2.119576e+01,2.121109e+01,2.119576e+01,2.116510e+01,2.114976e+01,2.113442e+01,2.114976e+01,2.111908e+01,2.108839e+01,2.108839e+01,2.107304e+01,2.108839e+01,2.110373e+01,2.111908e+01,2.111908e+01,2.113442e+01,2.110373e+01,2.111908e+01,2.110373e+01,2.118043e+01,2.102698e+01,2.105769e+01,2.107304e+01,2.107304e+01,,,,,,,,,,
,,,,,,,,,,2.110373e+01,2.119576e+01,2.113442e+01,2.111908e+01,2.116510e+01,2.113442e+01,2.113442e+01,2.114976e+01,2.107304e+01,2.110373e+01,2.105769e+01,2.105769e+01,2.105769e+01,2.104233e+01,2.110373e+01,2.113442e+01,2.110373e+01,2.111908e+01,2.114976e+01,2.116510e+01,2.119576e+01,2.118043e+01,2.116510e+01,2.121109e+01,2.118043e+01,2.114976e+01,2.116510e+01,2.113442e+01,2.113442e+01,2.111908e+01,2.110373e+01,2.116510e+01,2.122642e+01,2.110373e+01,2.114976e+01,2.108839e+01,2.110373e+01,2.108839e+01,2.102698e+01,2.110373e+01,2.107304e+01,2.119576e+01,2.116510e+01,2.119576e+01,2.121109e+01,2.114976e+01,2.102698e+01,2.104233e+01,2.104233e+01,2.105769e+01,2.111908e+01,2.121109e+01,2.116510e+01,2.113442e+01,2.114976e+01,2.113442e+01,2.113442e+01,2.114976e+01,2.114976e+01,2.111908e+01,2.107304e+01,2.104233e+01,2.107304e+01,2.110373e+01,2.108839e+01,2.111908e+01,2.113442e+01,2.110373e+01,2.104233e+01,2.107304e+01,2.111908e+01,2.113442e+01,2.102698e+01,2.104233e+01,2.105769e+01,2.104233e+01,2.101162e+01,,,,,,,,,
,,,,,,,,,2.118043e+01,2.111908e+01,2.113442e+01,2.113442e+01,2.113442e+01,2.116510e+01,2.116510e+01,2.113442e+01,2.114976e+01,2.108839e+01,2.101162e+01,2.099625e+01,2.101162e+01,2.107304e+01,2.105769e+01,2.110373e+01,2.108839e+01,2.104233e+01,2.107304e+01,2.107304e+01,2.104233e+01,2.107304e+01,2.111908e+01,2.110373e+01,2.114976e+01,2.116510e+01,2.116510e+01,2.114976e+01,2.113442e+01,2.113442e+01,2.116510e+01,2.116510e+01,2.113442e+01,2.119576e+01,2.111908e+01,2.108839e+01,2.107304e+01,2.099625e+01,2.107304e+01,2.101162e+01,2.113442e+01,2.119576e+01,2.122642e+01,2.114976e+01,2.113442e+01,2.118043e+01,2.114976e+01,2.105769e+01,2.108839e+01,2.107304e+01,2.107304e+01,2.108839e+01,2.113442e+01,2.116510e+01,2.116510e+01,2.111908e+01,2.111908e+01,2.110373e+01,2.110373e+01,2.111908e+01,2.110373e+01,2.108839e+01,2.105769e+01,2.105769e+01,2.107304e+01,2.105769e+01,2.111908e+01,2.121109e+01,2.107304e+01,2.091940e+01,2.098089e+01,2.107304e+01,2.104233e+01,2.102698e+01,2.104233e+01,2.101162e+01,2.104233e+01,2.105769e+01,,,,,,,,,
,,,,,,,,2.110373e+01,2.119576e+01,2.116510e+01,2.111908e+01,2.113442e+01,2.108839e+01,2.113442e+01,2.118043e+01,2.105769e+01,2.110373e+01,2.108839e+01,2.105769e+01,2.105769e+01,2.110373e+01,2.110373e+01,2.105769e+01,2.108839e+01,2.110373e+01,2.113442e+01,2.116510e+01,2.114976e+01,2.105769e+01,2.099625e+01,2.104233e+01,2.110373e+01,2.113442e+01,2.118043e+01,2.116510e+01,2.113442e+01,2.113442e+01,2.114976e+01,2.118043e+01,2.119576e+01,2.116510e+01,2.114976e+01,2.107304e+01,2.099625e+01,2.107304e+01,2.091940e+01,2.107304e+01,2.105769e+01,2.114976e+01,2.124174e+01,2.116510e+01,2.113442e+01,2.110373e+01,2.111908e+01,2.113442e+01,2.113442e+01,2.111908e+01,2.111908e+01,2.111908e+01,2.108839e+01,2.114976e+01,2.118043e+01,2.119576e+01,2.113442e+01,2.113442e+01,2.110373e+01,2.105769e+01,2.108839e+01,2.105769e+01,2.105769e+01,2.108839e+01,2.101162e+01,2.099625e+01,2.104233e+01,2.110373e+01,2.119576e+01,2.110373e+01,2.102698e+01,2.099625e+01,2.101162e+01,2.104233e+01,2.105769e+01,2.102698e+01,2.101162e+01,2.102698e+01,2.107304e+01,2.104233e+01,,,,,,,,
,,,,,,,,2.114976e+01,2.121109e+01,2.113442e+01,2.113442e+01,2.113442e+01,2.107304e+01,2.111908e+01,2.110373e+01,2.110373e+01,2.111908e+01,2.107304e+01,2.105769e+01,2.108839e+01,2.111908e+01,2.108839e+01,2.107304e+01,2.108839e+01,2.111908e+01,2.114976e+01,2.118043e+01,2.113442e+01,2.108839e+01,2.110373e+01,2.111908e+01,2.111908e+01,2.110373e+01,2.110373e+01,2.116510e+01,2.114976e+01,2.114976e+01,2.114976e+01,2.118043e+01,2.116510e+01,2.110373e+01,2.113442e+01,2.114976e+01,2.105769e+01,2.108839e+01,2.093478e+01,2.102698e+01,2.107304e+01,2.116510e+01,2.116510e+01,2.118043e+01,2.110373e+01,2.118043e+01,2.116510e+01,2.113442e+01,2.114976e+01,2.105769e+01,2.110373e+01,2.111908e+01,2.104233e+01,2.110373e+01,2.118043e+01,2.116510e+01,2.110373e+01,2.110373e+01,2.108839e+01,2.105769e+01,2.105769e+01,2.102698e+01,2.105769e+01,2.107304e+01,2.098089e+01,2.098089e+01,2.104233e+01,2.105769e+01,2.110373e+01,2.111908e+01,2.114976e+01,2.105769e+01,2.101162e+01,2.101162e+01,2.104233e+01,2.101162e+01,2.096552e+01,2.108839e+01,2.105769e+01,2.108839e+01,2.111908e+01,,,,,,,
,,,,,,,2.113442e+01,2.118043e+01,2.113442e+01,2.107304e+01,2.111908e+01,2.110373e+01,2.105769e+01,2.113442e+01,2.107304e+01,2.110373e+01,2.105769e+01,2.111908e+01,2.110373e+01,2.105769e+01,2.108839e+01,2.111908e+01,2.111908e+01,2.111908e+01,2.110373e+01,2.111908e+01,2.110373e+01,2.114976e+01,2.116510e+01,2.111908e+01,2.111908e+01,2.110373e+01,2.110373e+01,2.108839e+01,2.114976e+01,2.114976e+01,2.114976e+01,2.111908e+01,2.114976e+01,2.113442e+01,2.110373e+01,2.114976e+01,2.113442e+01,2.102698e+01,2.108839e+01,2.101162e+01,2.108839e+01,2.108839e+01,2.119576e+01,2.119576e+01,2.119576e+01,2.114976e+01,2.118043e+01,2.116510e+01,2.114976e+01,2.114976e+01,2.105769e+01,2.105769e+01,2.111908e+01,2.107304e+01,2.107304e+01,2.114976e+01,2.110373e+01,2.107304e+01,2.113442e+01,2.111908e+01,2.105769e+01,2.105769e+01,2.110373e+01,2.113442e+01,2.108839e+01,2.101162e+01,2.101162e+01,2.107304e+01,2.105769e+01,2.110373e+01,2.111908e+01,2.113442e+01,2.101162e+01,2.105769e+01,2.101162e+01,2.102698e+01,2.098089e+01,2.096552e+01,2.108839e+01,2.102698e+01,2.108839e+01,2.108839e+01,2.110373e+01,,,,,,
,,,,,,2.121109e+01,2.118043e+01,2.122642e+01,2.118043e+01,2.111908e+01,2.113442e+01,2.105769e+01,2.111908e+01,2.114976e+01,2.110373e+01,2.105769e+01,2.104233e+01,2.105769e+01,2.098089e+01,2.095015e+01,2.107304e+01,2.118043e+01,2.114976e+01,2.111908e+01,2.111908e+01,2.113442e+01,2.110373e+01,2.113442e+01,2.116510e+01,2.108839e+01,2.108839e+01,2.113442e+01,2.118043e+01,2.114976e+01,2.118043e+01,2.116510e+01,2.114976e+01,2.116510e+01,2.116510e+01,2.113442e+01,2.111908e+01,2.113442e+01,2.113442e+01,2.105769e+01,2.114976e+01,2.107304e+01,2.113442e+01,2.110373e+01,2.119576e+01,2.114976e+01,2.119576e+01,2.118043e+01,2.111908e+01,2.110373e+01,2.113442e+01,2.113442e+01,2.113442e+01,2.108839e+01,2.107304e+01,2.107304e+01,2.108839e+01,2.108839e+01,2.105769e+01,2.108839e+01,2.119576e+01,2.118043e+01,2.114976e+01,2.118043e+01,2.119576e+01,2.114976e+01,2.110373e+01,2.110373e+01,2.107304e+01,2.110373e+01,2.110373e+01,2.110373e+01,2.116510e+01,2.124174e+01,2.113442e+01,2.113442e+01,2.113442e+01,2.111908e+01,2.107304e+01,2.114976e+01,2.104233e+01,2.108839e+01,2.113442e+01,2.110373e+01,2.111908e+01,,,,,,
,,,,,2.113442e+01,2.116510e+01,2.119576e+01,2.121109e+01,2.121109e+01,2.114976e+01,2.114976e+01,2.104233e+01,2.110373e+01,2.108839e+01,2.102698e+01,2.116510e+01,2.116510e+01,2.105769e+01,2.101162e+01,2.104233e+01,2.108839e+01,2.111908e+01,2.113442e+01,2.113442e+01,2.113442e+01,2.113442e+01,2.111908e+01,2.110373e+01,2.110373e+01,2.108839e+01,2.110373e+01,2.114976e+01,2.118043e+01,2.114976e+01,2.114976e+01,2.113442e+01,2.113442e+01,2.118043e+01,2.118043e+01,2.114976e+01,2.111908e+01,2.114976e+01,2.116510e+01,2.118043e+01,2.121109e+01,2.114976e+01,2.116510e+01,2.111908e+01,2.111908e+01,2.108839e+01,2.118043e+01,2.113442e+01,2.110373e+01,2.114976e+01,2.111908e+01,2.113442e+01,2.114976e+01,2.114976e+01,2.105769e+01,2.107304e+01,2.108839e+01,2.107304e+01,2.108839e+01,2.108839e+01,2.114976e+01,2.118043e+01,2.122642e+01,2.125707e+01,2.119576e+01,2.111908e+01,2.110373e+01,2.113442e+01,2.111908e+01,2.110373e+01,2.110373e+01,2.108839e+01,2.113442e+01,2.119576e+01,2.116510e+01,2.111908e+01,2.113442e+01,2.111908e+01,2.122642e+01,2.127239e+01,2.119576e+01,2.118043e+01,2.124174e+01,2.118043e+01,2.118043e+01,2.121109e+01,,,,,
,,,,,2.119576e+01,2.108839e+01,2.104233e+01,2.102698e+01,2.114976e+01,2.110373e+01,2.113442e+01,2.107304e+01,2.102698e+01,2.114976e+01,2.114976e+01,2.113442e+01,2.122642e+01,2.110373e+01,2.111908e+01,2.114976e+01,2.108839e+01,2.107304e+01,2.102698e+01,2.105769e+01,2.113442e+01,2.113442e+01,2.113442e+01,2.113442e+01,2.111908e+01,2.108839e+01,2.111908e+01,2.114976e+01,2.114976e+01,2.116510e+01,2.113442e+01,2.113442e+01,2.116510e+01,2.116510e+01,2.114976e+01,2.114976e+01,2.113442e+01,2.114976e+01,2.111908e+01,2.119576e+01,2.119576e+01,2.116510e+01,2.125707e+01,2.119576e+01,2.114976e+01,2.111908e+01,2.119576e+01,2.116510e+01,2.113442e+01,2.121109e+01,2.114976e+01,2.113442e+01,2.113442e+01,2.116510e+01,2.113442e+01,2.116510e+01,2.116510e+01,2.114976e+01,2.113442e+01,2.111908e+01,2.114976e+01,2.114976e+01,2.116510e+01,2.114976e+01,2.114976e+01,2.119576e+01,2.114976e+01,2.110373e+01,2.107304e+01,2.104233e+01,2.107304e+01,2.107304e+01,2.111908e+01,2.111908e+01,2.102698e+01,2.104233e+01,2.105769e+01,2.107304e+01,2.116510e+01,2.119576e+01,2.116510e+01,2.121109e+01,2.125707e+01,2.122642e+01,2.128770e+01,2.125707e+01,2.121109e+01,,,,
,,,,2.122642e+01,2.121109e+01,2.114976e+01,2.102698e+01,2.107304e+01,2.121109e+01,2.110373e+01,2.105769e+01,2.108839e+01,2.101162e+01,2.110373e+01,2.111908e+01,2.113442e+01,2.113442e+01,2.104233e+01,2.108839e+01,2.111908e+01,2.108839e+01,2.110373e+01,2.104233e+01,2.104233e+01,2.108839e+01,2.113442e+01,2.116510e+01,2.114976e+01,2.110373e+01,2.110373e+01,2.111908e+01,2.113442e+01,2.113442e+01,2.116510e+01,2.114976e+01,2.113442e+01,2.118043e+01,2.116510e+01,2.113442e+01,2.111908e+01,2.114976e+01,2.114976e+01,2.107304e+01,2.119576e+01,2.116510e+01,2.118043e+01,2.122642e+01,2.118043e+01,2.127239e+01,2.121109e+01,2.122642e+01,2.119576e+01,2.116510e+01,2.114976e+01,2.114976e+01,2.110373e+01,2.113442e+01,2.114976e+01,2.113442e+01,2.113442e+01,2.116510e+01,2.122642e+01,2.118043e+01,2.113442e+01,2.114976e+01,2.113442e+01,2.114976e+01,2.119576e+01,2.119576e+01,2.122642e+01,2.118043e+01,2.108839e+01,2.104233e+01,2.099625e+01,2.102698e+01,2.104233e+01,2.113442e+01,2.119576e+01,2.107304e+01,2.104233e+01,2.105769e+01,2.105769e+01,2.111908e+01,2.113442e+01,2.122642e+01,2.119576e+01,2.124174e+01,2.125707e+01,2.134895e+01,2.130302e+01,2.122642e+01,,,,
